PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
54454,E02004155,2,50,2
54455,E02004155,2,50,2
54456,E02004155,2,50,2
54457,E02004155,2,50,2
54458,E02004155,2,50,2
54459,E02004155,2,50,2
54460,E02004155,2,50,2
54461,E02004155,2,50,2
54462,E02004155,2,50,2
54463,E02004155,2,50,2
54464,E02004155,2,50,2
54465,E02004155,2,50,2
54466,E02004155,2,50,2
54467,E02004155,2,50,2
54468,E02004155,2,50,2
54469,E02004155,2,50,3
54470,E02004155,2,50,5
54471,E02004155,2,50,5
54472,E02004155,2,50,5
54473,E02004155,2,50,8
54474,E02004155,2,50,13
54475,E02004155,2,50,16
54476,E02004155,2,50,22
54477,E02004155,2,51,2
54478,E02004155,2,51,2
54479,E02004155,2,51,2
54480,E02004155,2,51,2
54481,E02004155,2,51,2
54482,E02004155,2,51,2
54483,E02004155,2,51,2
54484,E02004155,2,51,2
54485,E02004155,2,51,2
54486,E02004155,2,51,2
54487,E02004155,2,51,2
54488,E02004155,2,51,2
54489,E02004155,2,51,2
54490,E02004155,2,51,2
54491,E02004155,2,51,2
54492,E02004155,2,51,2
54493,E02004155,2,51,2
54494,E02004155,2,51,2
54495,E02004155,2,51,2
54496,E02004155,2,51,2
54497,E02004155,2,51,2
54498,E02004155,2,51,2
54499,E02004155,2,51,2
54500,E02004155,2,51,2
54501,E02004155,2,51,2
54502,E02004155,2,51,2
54503,E02004155,2,51,2
54504,E02004155,2,51,2
54505,E02004155,2,51,2
54506,E02004155,2,51,2
54507,E02004155,2,51,2
54508,E02004155,2,51,2
54509,E02004155,2,51,2
54510,E02004155,2,51,2
54511,E02004155,2,51,2
54512,E02004155,2,51,2
54513,E02004155,2,51,2
54514,E02004155,2,51,2
54515,E02004155,2,51,2
54516,E02004155,2,51,2
54517,E02004155,2,51,2
54518,E02004155,2,51,2
54519,E02004155,2,51,2
54520,E02004155,2,51,2
54521,E02004155,2,51,2
54522,E02004155,2,51,2
54523,E02004155,2,51,2
54524,E02004155,2,51,2
54525,E02004155,2,51,2
54526,E02004155,2,51,2
54527,E02004155,2,51,2
54528,E02004155,2,51,2
54529,E02004155,2,51,2
54530,E02004155,2,51,2
54531,E02004155,2,51,2
54532,E02004155,2,51,2
54533,E02004155,2,51,2
54534,E02004155,2,51,2
54535,E02004155,2,51,2
54536,E02004155,2,51,2
54537,E02004155,2,51,2
54538,E02004155,2,51,2
54539,E02004155,2,51,2
54540,E02004155,2,51,2
54541,E02004155,2,51,2
54542,E02004155,2,51,2
54543,E02004155,2,51,2
54544,E02004155,2,51,2
54545,E02004155,2,51,2
54546,E02004155,2,51,3
54547,E02004155,2,51,5
54548,E02004155,2,51,5
54549,E02004155,2,52,2
54550,E02004155,2,52,2
54551,E02004155,2,52,2
54552,E02004155,2,52,2
54553,E02004155,2,52,2
54554,E02004155,2,52,2
54555,E02004155,2,52,2
54556,E02004155,2,52,2
54557,E02004155,2,52,2
54558,E02004155,2,52,2
54559,E02004155,2,52,2
54560,E02004155,2,52,2
54561,E02004155,2,52,2
54562,E02004155,2,52,2
54563,E02004155,2,52,2
54564,E02004155,2,52,2
54565,E02004155,2,52,2
54566,E02004155,2,52,2
54567,E02004155,2,52,2
54568,E02004155,2,52,2
54569,E02004155,2,52,2
54570,E02004155,2,52,2
54571,E02004155,2,52,2
54572,E02004155,2,52,2
54573,E02004155,2,52,2
54574,E02004155,2,52,2
54575,E02004155,2,52,2
54576,E02004155,2,52,2
54577,E02004155,2,52,2
54578,E02004155,2,52,2
54579,E02004155,2,52,2
54580,E02004155,2,52,2
54581,E02004155,2,52,2
54582,E02004155,2,52,2
54583,E02004155,2,52,2
54584,E02004155,2,52,2
54585,E02004155,2,52,2
54586,E02004155,2,52,2
54587,E02004155,2,52,2
54588,E02004155,2,52,2
54589,E02004155,2,52,2
54590,E02004155,2,52,5
54591,E02004155,2,52,23
54592,E02004155,2,53,2
54593,E02004155,2,53,2
54594,E02004155,2,53,2
54595,E02004155,2,53,2
54596,E02004155,2,53,2
54597,E02004155,2,53,2
54598,E02004155,2,53,2
54599,E02004155,2,53,2
54600,E02004155,2,53,2
54601,E02004155,2,53,2
54602,E02004155,2,53,2
54603,E02004155,2,53,2
54604,E02004155,2,53,2
54605,E02004155,2,53,2
54606,E02004155,2,53,2
54607,E02004155,2,53,2
54608,E02004155,2,53,2
54609,E02004155,2,53,2
54610,E02004155,2,53,2
54611,E02004155,2,53,2
54612,E02004155,2,53,2
54613,E02004155,2,53,2
54614,E02004155,2,53,2
54615,E02004155,2,53,2
54616,E02004155,2,53,2
54617,E02004155,2,53,2
54618,E02004155,2,53,2
54619,E02004155,2,53,2
54620,E02004155,2,53,2
54621,E02004155,2,53,2
54622,E02004155,2,53,2
54623,E02004155,2,53,2
54624,E02004155,2,53,2
54625,E02004155,2,53,2
54626,E02004155,2,53,2
54627,E02004155,2,53,5
54628,E02004155,2,53,13
54629,E02004155,2,53,18
54630,E02004155,2,54,2
54631,E02004155,2,54,2
54632,E02004155,2,54,2
54633,E02004155,2,54,2
54634,E02004155,2,54,2
54635,E02004155,2,54,2
54636,E02004155,2,54,2
54637,E02004155,2,54,2
54638,E02004155,2,54,2
54639,E02004155,2,54,2
54640,E02004155,2,54,2
54641,E02004155,2,54,2
54642,E02004155,2,54,2
54643,E02004155,2,54,2
54644,E02004155,2,54,2
54645,E02004155,2,54,2
54646,E02004155,2,54,2
54647,E02004155,2,54,2
54648,E02004155,2,54,2
54649,E02004155,2,54,2
54650,E02004155,2,54,2
54651,E02004155,2,54,2
54652,E02004155,2,54,2
54653,E02004155,2,54,2
54654,E02004155,2,54,2
54655,E02004155,2,54,2
54656,E02004155,2,54,2
54657,E02004155,2,54,2
54658,E02004155,2,54,2
54659,E02004155,2,54,2
54660,E02004155,2,54,2
54661,E02004155,2,54,2
54662,E02004155,2,54,2
54663,E02004155,2,54,2
54664,E02004155,2,54,2
54665,E02004155,2,54,2
54666,E02004155,2,54,2
54667,E02004155,2,54,2
54668,E02004155,2,54,2
54669,E02004155,2,54,5
54670,E02004155,2,54,5
54671,E02004155,2,54,10
54672,E02004155,2,55,2
54673,E02004155,2,55,2
54674,E02004155,2,55,2
54675,E02004155,2,55,2
54676,E02004155,2,55,2
54677,E02004155,2,55,2
54678,E02004155,2,55,2
54679,E02004155,2,55,2
54680,E02004155,2,55,2
54681,E02004155,2,55,2
54682,E02004155,2,55,2
54683,E02004155,2,55,2
54684,E02004155,2,55,2
54685,E02004155,2,55,2
54686,E02004155,2,55,2
54687,E02004155,2,55,2
54688,E02004155,2,55,2
54689,E02004155,2,55,2
54690,E02004155,2,55,2
54691,E02004155,2,55,2
54692,E02004155,2,55,2
54693,E02004155,2,55,2
54694,E02004155,2,55,2
54695,E02004155,2,55,2
54696,E02004155,2,55,2
54697,E02004155,2,55,2
54698,E02004155,2,55,2
54699,E02004155,2,55,2
54700,E02004155,2,55,2
54701,E02004155,2,55,2
54702,E02004155,2,55,2
54703,E02004155,2,55,2
54704,E02004155,2,55,2
54705,E02004155,2,55,2
54706,E02004155,2,55,2
54707,E02004155,2,55,2
54708,E02004155,2,55,2
54709,E02004155,2,55,2
54710,E02004155,2,55,2
54711,E02004155,2,55,2
54712,E02004155,2,55,2
54713,E02004155,2,55,2
54714,E02004155,2,55,2
54715,E02004155,2,55,2
54716,E02004155,2,55,2
54717,E02004155,2,55,2
54718,E02004155,2,55,2
54719,E02004155,2,55,2
54720,E02004155,2,55,2
54721,E02004155,2,55,2
54722,E02004155,2,55,2
54723,E02004155,2,55,2
54724,E02004155,2,55,5
54725,E02004155,2,55,5
54726,E02004155,2,55,9
54727,E02004155,2,55,15
54728,E02004155,2,56,2
54729,E02004155,2,56,2
54730,E02004155,2,56,2
54731,E02004155,2,56,2
54732,E02004155,2,56,2
54733,E02004155,2,56,2
54734,E02004155,2,56,2
54735,E02004155,2,56,2
54736,E02004155,2,56,2
54737,E02004155,2,56,2
54738,E02004155,2,56,2
54739,E02004155,2,56,2
54740,E02004155,2,56,2
54741,E02004155,2,56,2
54742,E02004155,2,56,2
54743,E02004155,2,56,2
54744,E02004155,2,56,2
54745,E02004155,2,56,2
54746,E02004155,2,56,2
54747,E02004155,2,56,2
54748,E02004155,2,56,2
54749,E02004155,2,56,2
54750,E02004155,2,56,2
54751,E02004155,2,56,2
54752,E02004155,2,56,2
54753,E02004155,2,56,2
54754,E02004155,2,56,2
54755,E02004155,2,56,2
54756,E02004155,2,56,2
54757,E02004155,2,56,2
54758,E02004155,2,56,2
54759,E02004155,2,56,2
54760,E02004155,2,56,2
54761,E02004155,2,56,2
54762,E02004155,2,56,2
54763,E02004155,2,56,2
54764,E02004155,2,56,2
54765,E02004155,2,56,2
54766,E02004155,2,56,2
54767,E02004155,2,56,2
54768,E02004155,2,56,2
54769,E02004155,2,56,2
54770,E02004155,2,56,2
54771,E02004155,2,56,2
54772,E02004155,2,56,2
54773,E02004155,2,56,2
54774,E02004155,2,56,2
54775,E02004155,2,56,2
54776,E02004155,2,56,2
54777,E02004155,2,56,2
54778,E02004155,2,56,16
54779,E02004155,2,57,2
54780,E02004155,2,57,2
54781,E02004155,2,57,2
54782,E02004155,2,57,2
54783,E02004155,2,57,2
54784,E02004155,2,57,2
54785,E02004155,2,57,2
54786,E02004155,2,57,2
54787,E02004155,2,57,2
54788,E02004155,2,57,2
54789,E02004155,2,57,2
54790,E02004155,2,57,2
54791,E02004155,2,57,2
54792,E02004155,2,57,2
54793,E02004155,2,57,2
54794,E02004155,2,57,2
54795,E02004155,2,57,2
54796,E02004155,2,57,2
54797,E02004155,2,57,2
54798,E02004155,2,57,2
54799,E02004155,2,57,2
54800,E02004155,2,57,2
54801,E02004155,2,57,2
54802,E02004155,2,57,2
54803,E02004155,2,57,2
54804,E02004155,2,57,2
54805,E02004155,2,57,2
54806,E02004155,2,57,2
54807,E02004155,2,57,2
54808,E02004155,2,57,2
54809,E02004155,2,57,2
54810,E02004155,2,57,2
54811,E02004155,2,57,2
54812,E02004155,2,57,2
54813,E02004155,2,57,2
54814,E02004155,2,57,2
54815,E02004155,2,57,2
54816,E02004155,2,57,2
54817,E02004155,2,57,5
54818,E02004155,2,57,9
54819,E02004155,2,57,18
54820,E02004155,2,58,2
54821,E02004155,2,58,2
54822,E02004155,2,58,2
54823,E02004155,2,58,2
54824,E02004155,2,58,2
54825,E02004155,2,58,2
54826,E02004155,2,58,2
54827,E02004155,2,58,2
54828,E02004155,2,58,2
54829,E02004155,2,58,2
54830,E02004155,2,58,2
54831,E02004155,2,58,2
54832,E02004155,2,58,2
54833,E02004155,2,58,2
54834,E02004155,2,58,2
54835,E02004155,2,58,2
54836,E02004155,2,58,2
54837,E02004155,2,58,2
54838,E02004155,2,58,2
54839,E02004155,2,58,2
54840,E02004155,2,58,2
54841,E02004155,2,58,2
54842,E02004155,2,58,2
54843,E02004155,2,58,2
54844,E02004155,2,58,2
54845,E02004155,2,58,2
54846,E02004155,2,58,2
54847,E02004155,2,58,2
54848,E02004155,2,58,2
54849,E02004155,2,58,2
54850,E02004155,2,58,2
54851,E02004155,2,58,2
54852,E02004155,2,58,2
54853,E02004155,2,58,2
54854,E02004155,2,58,2
54855,E02004155,2,58,2
54856,E02004155,2,58,2
54857,E02004155,2,58,2
54858,E02004155,2,58,2
54859,E02004155,2,58,2
54860,E02004155,2,58,2
54861,E02004155,2,58,2
54862,E02004155,2,58,2
54863,E02004155,2,58,2
54864,E02004155,2,58,2
54865,E02004155,2,58,2
54866,E02004155,2,58,8
54867,E02004155,2,59,2
54868,E02004155,2,59,2
54869,E02004155,2,59,2
54870,E02004155,2,59,2
54871,E02004155,2,59,2
54872,E02004155,2,59,2
54873,E02004155,2,59,2
54874,E02004155,2,59,2
54875,E02004155,2,59,2
54876,E02004155,2,59,2
54877,E02004155,2,59,2
54878,E02004155,2,59,2
54879,E02004155,2,59,2
54880,E02004155,2,59,2
54881,E02004155,2,59,2
54882,E02004155,2,59,2
54883,E02004155,2,59,2
54884,E02004155,2,59,2
54885,E02004155,2,59,2
54886,E02004155,2,59,2
54887,E02004155,2,59,2
54888,E02004155,2,59,2
54889,E02004155,2,59,2
54890,E02004155,2,59,2
54891,E02004155,2,59,2
54892,E02004155,2,59,2
54893,E02004155,2,59,2
54894,E02004155,2,59,2
54895,E02004155,2,59,2
54896,E02004155,2,59,2
54897,E02004155,2,59,2
54898,E02004155,2,59,2
54899,E02004155,2,59,2
54900,E02004155,2,59,2
54901,E02004155,2,59,2
54902,E02004155,2,59,2
54903,E02004155,2,59,3
54904,E02004155,2,59,16
54905,E02004155,2,60,2
54906,E02004155,2,60,2
54907,E02004155,2,60,2
54908,E02004155,2,60,2
54909,E02004155,2,60,2
54910,E02004155,2,60,2
54911,E02004155,2,60,2
54912,E02004155,2,60,2
54913,E02004155,2,60,2
54914,E02004155,2,60,2
54915,E02004155,2,60,2
54916,E02004155,2,60,2
54917,E02004155,2,60,2
54918,E02004155,2,60,2
54919,E02004155,2,60,2
54920,E02004155,2,60,2
54921,E02004155,2,60,2
54922,E02004155,2,60,2
54923,E02004155,2,60,2
54924,E02004155,2,60,2
54925,E02004155,2,60,2
54926,E02004155,2,60,2
54927,E02004155,2,60,2
54928,E02004155,2,60,2
54929,E02004155,2,60,2
54930,E02004155,2,60,2
54931,E02004155,2,60,2
54932,E02004155,2,60,2
54933,E02004155,2,60,2
54934,E02004155,2,60,2
54935,E02004155,2,60,2
54936,E02004155,2,60,2
54937,E02004155,2,60,2
54938,E02004155,2,60,2
54939,E02004155,2,60,2
54940,E02004155,2,60,2
54941,E02004155,2,60,2
54942,E02004155,2,60,2
54943,E02004155,2,60,2
54944,E02004155,2,60,2
54945,E02004155,2,60,2
54946,E02004155,2,60,2
54947,E02004155,2,60,2
54948,E02004155,2,60,2
54949,E02004155,2,60,2
54950,E02004155,2,60,2
54951,E02004155,2,60,5
54952,E02004155,2,60,9
54953,E02004155,2,60,14
54954,E02004155,2,61,2
54955,E02004155,2,61,2
54956,E02004155,2,61,2
54957,E02004155,2,61,2
54958,E02004155,2,61,2
54959,E02004155,2,61,2
54960,E02004155,2,61,2
54961,E02004155,2,61,2
54962,E02004155,2,61,2
54963,E02004155,2,61,2
54964,E02004155,2,61,2
54965,E02004155,2,61,2
54966,E02004155,2,61,2
54967,E02004155,2,61,2
54968,E02004155,2,61,2
54969,E02004155,2,61,2
54970,E02004155,2,61,2
54971,E02004155,2,61,2
54972,E02004155,2,61,2
54973,E02004155,2,61,2
54974,E02004155,2,61,2
54975,E02004155,2,61,2
54976,E02004155,2,61,2
54977,E02004155,2,61,2
54978,E02004155,2,61,2
54979,E02004155,2,61,2
54980,E02004155,2,61,2
54981,E02004155,2,61,2
54982,E02004155,2,61,2
54983,E02004155,2,61,2
54984,E02004155,2,61,2
54985,E02004155,2,61,2
54986,E02004155,2,61,2
54987,E02004155,2,61,2
54988,E02004155,2,61,5
54989,E02004155,2,61,12
54990,E02004155,2,61,16
54991,E02004155,2,62,2
54992,E02004155,2,62,2
54993,E02004155,2,62,2
54994,E02004155,2,62,2
54995,E02004155,2,62,2
54996,E02004155,2,62,2
54997,E02004155,2,62,2
54998,E02004155,2,62,2
54999,E02004155,2,62,2
55000,E02004155,2,62,2
55001,E02004155,2,62,2
55002,E02004155,2,62,2
55003,E02004155,2,62,2
55004,E02004155,2,62,2
55005,E02004155,2,62,2
55006,E02004155,2,62,2
55007,E02004155,2,62,2
55008,E02004155,2,62,2
55009,E02004155,2,62,2
55010,E02004155,2,62,2
55011,E02004155,2,62,2
55012,E02004155,2,62,2
55013,E02004155,2,62,2
55014,E02004155,2,62,2
55015,E02004155,2,62,2
55016,E02004155,2,62,2
55017,E02004155,2,62,2
55018,E02004155,2,62,2
55019,E02004155,2,62,2
55020,E02004155,2,62,2
55021,E02004155,2,62,2
55022,E02004155,2,62,2
55023,E02004155,2,62,2
55024,E02004155,2,62,2
55025,E02004155,2,62,2
55026,E02004155,2,62,2
55027,E02004155,2,62,2
55028,E02004155,2,62,2
55029,E02004155,2,62,2
55030,E02004155,2,62,2
55031,E02004155,2,62,2
55032,E02004155,2,62,2
55033,E02004155,2,62,3
55034,E02004155,2,62,5
55035,E02004155,2,62,10
55036,E02004155,2,63,2
55037,E02004155,2,63,2
55038,E02004155,2,63,2
55039,E02004155,2,63,2
55040,E02004155,2,63,2
55041,E02004155,2,63,2
55042,E02004155,2,63,2
55043,E02004155,2,63,2
55044,E02004155,2,63,2
55045,E02004155,2,63,2
55046,E02004155,2,63,2
55047,E02004155,2,63,2
55048,E02004155,2,63,2
55049,E02004155,2,63,2
55050,E02004155,2,63,2
55051,E02004155,2,63,2
55052,E02004155,2,63,2
55053,E02004155,2,63,2
55054,E02004155,2,63,2
55055,E02004155,2,63,2
55056,E02004155,2,63,2
55057,E02004155,2,63,2
55058,E02004155,2,63,2
55059,E02004155,2,63,2
55060,E02004155,2,63,2
55061,E02004155,2,63,2
55062,E02004155,2,63,2
55063,E02004155,2,63,2
55064,E02004155,2,63,2
55065,E02004155,2,63,2
55066,E02004155,2,63,2
55067,E02004155,2,63,2
55068,E02004155,2,63,2
55069,E02004155,2,63,2
55070,E02004155,2,63,2
55071,E02004155,2,63,2
55072,E02004155,2,63,2
55073,E02004155,2,63,2
55074,E02004155,2,63,2
55075,E02004155,2,63,2
55076,E02004155,2,63,5
55077,E02004155,2,63,5
55078,E02004155,2,63,10
55079,E02004155,2,63,16
55080,E02004155,2,64,2
55081,E02004155,2,64,2
55082,E02004155,2,64,2
55083,E02004155,2,64,2
55084,E02004155,2,64,2
55085,E02004155,2,64,2
55086,E02004155,2,64,2
55087,E02004155,2,64,2
55088,E02004155,2,64,2
55089,E02004155,2,64,2
55090,E02004155,2,64,2
55091,E02004155,2,64,2
55092,E02004155,2,64,2
55093,E02004155,2,64,2
55094,E02004155,2,64,2
55095,E02004155,2,64,2
55096,E02004155,2,64,2
55097,E02004155,2,64,2
55098,E02004155,2,64,2
55099,E02004155,2,64,2
55100,E02004155,2,64,2
55101,E02004155,2,64,2
55102,E02004155,2,64,2
55103,E02004155,2,64,2
55104,E02004155,2,64,2
55105,E02004155,2,64,2
55106,E02004155,2,64,2
55107,E02004155,2,64,2
55108,E02004155,2,64,2
55109,E02004155,2,64,2
55110,E02004155,2,64,2
55111,E02004155,2,64,2
55112,E02004155,2,64,2
55113,E02004155,2,64,2
55114,E02004155,2,64,2
55115,E02004155,2,64,2
55116,E02004155,2,64,2
55117,E02004155,2,64,2
55118,E02004155,2,64,2
55119,E02004155,2,64,2
55120,E02004155,2,64,2
55121,E02004155,2,64,5
55122,E02004155,2,64,20
55123,E02004155,2,65,2
55124,E02004155,2,65,2
55125,E02004155,2,65,2
55126,E02004155,2,65,2
55127,E02004155,2,65,2
55128,E02004155,2,65,2
55129,E02004155,2,65,2
55130,E02004155,2,65,2
55131,E02004155,2,65,2
55132,E02004155,2,65,2
55133,E02004155,2,65,2
55134,E02004155,2,65,2
55135,E02004155,2,65,2
55136,E02004155,2,65,2
55137,E02004155,2,65,2
55138,E02004155,2,65,2
55139,E02004155,2,65,2
55140,E02004155,2,65,2
55141,E02004155,2,65,2
55142,E02004155,2,65,2
55143,E02004155,2,65,2
55144,E02004155,2,65,2
55145,E02004155,2,65,2
55146,E02004155,2,65,2
55147,E02004155,2,65,2
55148,E02004155,2,65,2
55149,E02004155,2,65,2
55150,E02004155,2,65,2
55151,E02004155,2,65,2
55152,E02004155,2,65,2
55153,E02004155,2,65,2
55154,E02004155,2,65,2
55155,E02004155,2,65,2
55156,E02004155,2,65,2
55157,E02004155,2,65,2
55158,E02004155,2,65,2
55159,E02004155,2,65,2
55160,E02004155,2,65,2
55161,E02004155,2,65,2
55162,E02004155,2,65,2
55163,E02004155,2,65,2
55164,E02004155,2,65,2
55165,E02004155,2,65,2
55166,E02004155,2,65,3
55167,E02004155,2,65,5
55168,E02004155,2,65,9
55169,E02004155,2,65,19
55170,E02004155,2,66,2
55171,E02004155,2,66,2
55172,E02004155,2,66,2
55173,E02004155,2,66,2
55174,E02004155,2,66,2
55175,E02004155,2,66,2
55176,E02004155,2,66,2
55177,E02004155,2,66,2
55178,E02004155,2,66,2
55179,E02004155,2,66,2
55180,E02004155,2,66,2
55181,E02004155,2,66,2
55182,E02004155,2,66,2
55183,E02004155,2,66,2
55184,E02004155,2,66,2
55185,E02004155,2,66,2
55186,E02004155,2,66,2
55187,E02004155,2,66,2
55188,E02004155,2,66,2
55189,E02004155,2,66,2
55190,E02004155,2,66,2
55191,E02004155,2,66,2
55192,E02004155,2,66,2
55193,E02004155,2,66,2
55194,E02004155,2,66,2
55195,E02004155,2,66,2
55196,E02004155,2,66,2
55197,E02004155,2,66,2
55198,E02004155,2,66,2
55199,E02004155,2,66,2
55200,E02004155,2,66,2
55201,E02004155,2,66,2
55202,E02004155,2,66,2
55203,E02004155,2,66,2
55204,E02004155,2,66,2
55205,E02004155,2,66,2
55206,E02004155,2,66,2
55207,E02004155,2,66,2
55208,E02004155,2,66,2
55209,E02004155,2,66,2
55210,E02004155,2,66,2
55211,E02004155,2,66,2
55212,E02004155,2,66,2
55213,E02004155,2,66,2
55214,E02004155,2,66,2
55215,E02004155,2,66,2
55216,E02004155,2,66,2
55217,E02004155,2,66,2
55218,E02004155,2,66,2
55219,E02004155,2,66,2
55220,E02004155,2,66,5
55221,E02004155,2,66,16
55222,E02004155,2,67,2
55223,E02004155,2,67,2
55224,E02004155,2,67,2
55225,E02004155,2,67,2
55226,E02004155,2,67,2
55227,E02004155,2,67,2
55228,E02004155,2,67,2
55229,E02004155,2,67,2
55230,E02004155,2,67,2
55231,E02004155,2,67,2
55232,E02004155,2,67,2
55233,E02004155,2,67,2
55234,E02004155,2,67,2
55235,E02004155,2,67,2
55236,E02004155,2,67,2
55237,E02004155,2,67,2
55238,E02004155,2,67,2
55239,E02004155,2,67,2
55240,E02004155,2,67,2
55241,E02004155,2,67,2
55242,E02004155,2,67,2
55243,E02004155,2,67,2
55244,E02004155,2,67,2
55245,E02004155,2,67,2
55246,E02004155,2,67,2
55247,E02004155,2,67,2
55248,E02004155,2,67,2
55249,E02004155,2,67,2
55250,E02004155,2,67,2
55251,E02004155,2,67,2
55252,E02004155,2,67,2
55253,E02004155,2,67,2
55254,E02004155,2,67,2
55255,E02004155,2,67,2
55256,E02004155,2,67,2
55257,E02004155,2,67,5
55258,E02004155,2,67,12
55259,E02004155,2,67,18
55260,E02004155,2,68,2
55261,E02004155,2,68,2
55262,E02004155,2,68,2
55263,E02004155,2,68,2
55264,E02004155,2,68,2
55265,E02004155,2,68,2
55266,E02004155,2,68,2
55267,E02004155,2,68,2
55268,E02004155,2,68,2
55269,E02004155,2,68,2
55270,E02004155,2,68,2
55271,E02004155,2,68,2
55272,E02004155,2,68,2
55273,E02004155,2,68,2
55274,E02004155,2,68,2
55275,E02004155,2,68,2
55276,E02004155,2,68,2
55277,E02004155,2,68,2
55278,E02004155,2,68,2
55279,E02004155,2,68,2
55280,E02004155,2,68,2
55281,E02004155,2,68,2
55282,E02004155,2,68,2
55283,E02004155,2,68,2
55284,E02004155,2,68,2
55285,E02004155,2,68,2
55286,E02004155,2,68,2
55287,E02004155,2,68,2
55288,E02004155,2,68,2
55289,E02004155,2,68,2
55290,E02004155,2,68,2
55291,E02004155,2,68,2
55292,E02004155,2,68,2
55293,E02004155,2,68,2
55294,E02004155,2,68,2
55295,E02004155,2,68,2
55296,E02004155,2,68,2
55297,E02004155,2,68,2
55298,E02004155,2,68,2
55299,E02004155,2,68,2
55300,E02004155,2,68,2
55301,E02004155,2,68,2
55302,E02004155,2,68,2
55303,E02004155,2,68,2
55304,E02004155,2,68,2
55305,E02004155,2,68,2
55306,E02004155,2,68,2
55307,E02004155,2,68,2
55308,E02004155,2,68,2
55309,E02004155,2,69,2
55310,E02004155,2,69,2
55311,E02004155,2,69,2
55312,E02004155,2,69,2
55313,E02004155,2,69,2
55314,E02004155,2,69,2
55315,E02004155,2,69,2
55316,E02004155,2,69,2
55317,E02004155,2,69,2
55318,E02004155,2,69,2
55319,E02004155,2,69,2
55320,E02004155,2,69,2
55321,E02004155,2,69,2
55322,E02004155,2,69,2
55323,E02004155,2,69,2
55324,E02004155,2,69,2
55325,E02004155,2,69,2
55326,E02004155,2,69,2
55327,E02004155,2,69,2
55328,E02004155,2,69,2
55329,E02004155,2,69,2
55330,E02004155,2,69,2
55331,E02004155,2,69,2
55332,E02004155,2,69,2
55333,E02004155,2,69,2
55334,E02004155,2,69,2
55335,E02004155,2,69,2
55336,E02004155,2,69,2
55337,E02004155,2,69,2
55338,E02004155,2,69,2
55339,E02004155,2,69,2
55340,E02004155,2,69,2
55341,E02004155,2,69,2
55342,E02004155,2,69,2
55343,E02004155,2,69,5
55344,E02004155,2,69,5
55345,E02004155,2,70,2
55346,E02004155,2,70,2
55347,E02004155,2,70,2
55348,E02004155,2,70,2
55349,E02004155,2,70,2
55350,E02004155,2,70,2
55351,E02004155,2,70,2
55352,E02004155,2,70,2
55353,E02004155,2,70,2
55354,E02004155,2,70,2
55355,E02004155,2,70,2
55356,E02004155,2,70,2
55357,E02004155,2,70,2
55358,E02004155,2,70,2
55359,E02004155,2,70,2
55360,E02004155,2,70,2
55361,E02004155,2,70,2
55362,E02004155,2,70,2
55363,E02004155,2,70,2
55364,E02004155,2,70,2
55365,E02004155,2,70,2
55366,E02004155,2,70,2
55367,E02004155,2,70,2
55368,E02004155,2,70,2
55369,E02004155,2,70,2
55370,E02004155,2,70,2
55371,E02004155,2,70,2
55372,E02004155,2,70,2
55373,E02004155,2,70,2
55374,E02004155,2,70,2
55375,E02004155,2,70,2
55376,E02004155,2,70,2
55377,E02004155,2,70,2
55378,E02004155,2,70,2
55379,E02004155,2,70,2
55380,E02004155,2,70,2
55381,E02004155,2,70,2
55382,E02004155,2,70,2
55383,E02004155,2,70,2
55384,E02004155,2,70,2
55385,E02004155,2,70,2
55386,E02004155,2,70,2
55387,E02004155,2,70,2
55388,E02004155,2,70,2
55389,E02004155,2,70,2
55390,E02004155,2,70,5
55391,E02004155,2,70,9
55392,E02004155,2,70,16
55393,E02004155,2,71,2
55394,E02004155,2,71,2
55395,E02004155,2,71,2
55396,E02004155,2,71,2
55397,E02004155,2,71,2
55398,E02004155,2,71,2
55399,E02004155,2,71,2
55400,E02004155,2,71,2
55401,E02004155,2,71,2
55402,E02004155,2,71,2
55403,E02004155,2,71,2
55404,E02004155,2,71,2
55405,E02004155,2,71,2
55406,E02004155,2,71,2
55407,E02004155,2,71,2
55408,E02004155,2,71,2
55409,E02004155,2,71,2
55410,E02004155,2,71,2
55411,E02004155,2,71,2
55412,E02004155,2,71,2
55413,E02004155,2,71,2
55414,E02004155,2,71,2
55415,E02004155,2,71,2
55416,E02004155,2,71,2
55417,E02004155,2,71,2
55418,E02004155,2,71,2
55419,E02004155,2,71,2
55420,E02004155,2,71,2
55421,E02004155,2,71,2
55422,E02004155,2,71,2
55423,E02004155,2,71,2
55424,E02004155,2,71,2
55425,E02004155,2,71,2
55426,E02004155,2,71,2
55427,E02004155,2,71,2
55428,E02004155,2,71,2
55429,E02004155,2,71,2
55430,E02004155,2,71,2
55431,E02004155,2,71,2
55432,E02004155,2,71,2
55433,E02004155,2,71,2
55434,E02004155,2,71,2
55435,E02004155,2,71,2
55436,E02004155,2,71,2
55437,E02004155,2,71,2
55438,E02004155,2,71,2
55439,E02004155,2,71,14
55440,E02004155,2,72,2
55441,E02004155,2,72,2
55442,E02004155,2,72,2
55443,E02004155,2,72,2
55444,E02004155,2,72,2
55445,E02004155,2,72,2
55446,E02004155,2,72,2
55447,E02004155,2,72,2
55448,E02004155,2,72,2
55449,E02004155,2,72,2
